11/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 0 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 81 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 82 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 82 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 82 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 82 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 83 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 84 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 78 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 62 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 55 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 55 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 53 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 50 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 48 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 49 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 47 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 48 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 54 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 64 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 67 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 67 
17/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 71 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 73 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 72 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 76 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 76 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 76 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 52 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 45 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 41 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 40 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 39 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 40 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 41 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 43 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 45 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 52 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 59 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 61 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 61 
18/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 64 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 67 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 69 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 70 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 65 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 63 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 63 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 64 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 66 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 58 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 47 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 46 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 48 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 50 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 51 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 54 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 50 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 53 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 57 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 62 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 63 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 64 
19/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 67 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 69 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 69 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 71 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 73 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 72 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 65 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 72 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 55 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 50 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 46 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 45 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 44 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 45 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 49 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 52 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 52 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 55 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 63 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 0 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 0 
20/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 67 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 71 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 73 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 76 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 78 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 76 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 74 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 74 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 76 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 77 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 73 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 64 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 58 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 55 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 60 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 62 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 62 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 59 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 62 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 61 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 63 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 60 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 60 
21/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 63 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 66 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 69 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 71 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 73 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 74 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 77 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 75 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 58 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 48 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 43 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 46 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 45 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 52 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 51 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 55 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 49 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 53 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 59 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 62 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 64 
22/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 65 
23/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 68 
23/12/2017; CORMACARENA ; Catumare ; Automática ; 4.108056 ; -73.655833 ; 50 ; META ; 50001 ; VILLAVICENCIO ; Fija ; 1 ; Humedad Relativa ; % ; 71 
